source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,event_year,event_month,event_day,event_month_sin,event_month_cos,coordinate_valid,state_normalized,is_ner,state_assignment_method
Business Standard,http://www.business-standard.com/article/pti-stories/rescue-operations-for-woman-swept-away-by-landslide-continue-114071500831_1.html,6143,2014-07-14 18:00:00,,"Zembabawk, Aizawl","The State Disaster Response Force and volunteers from Falkland locality and other places continued their operation to search the body of a 30-year-old woman, swept away by a massive landslide last evening near Aizawl, despite inclement weather. Six persons, including Munna Begum, were inside a house at Falkland area of Zemabawk when the landslide swept it away, Aizawl district Additional SP Remsanga told PTI. A building construction worker Amar Hussein, from Duttapur in neighbouring Cachar district of Assam, had rented the house and was living there with two of his helpers while his wife Begum and two children recently joined them, he said. The landslide, during a heavy downpour, swept away the house and Begum was still missing while the two children sustained minor injuries, Remsanga added. Except her sarees, Begum was yet to be found and the volunteers suspected that the flash flood has swept her body to river Chite, he said.","Zembabawk, Aizawl",5km,landslide,downpour,medium,unknown,1,2,,,,glc,6143,India,IN,Mizoram,265331,Aizawl,2.92778,8/24/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,92.7463,23.7327,2014,7,14,0.0000,-1.0000,True,Mizoram,True,administrative
www.business-standard.com,http://www.business-standard.com/article/news-ani/tourists-stranded-due-to-landslide-in-gangtok-113060900319_1.html,4908,2013-06-08 17:00:00,,"15 Km From Gangtok, Himalayans","Hundreds of tourists were stranded near Gangtok, following a landslide. ""We faced many problems there was nothing to protect us (from cold). The person, who slept in the vehicle in night, might fall sick. Military persons gave food to everybody to eat. Locals helped us,"" a tourist, Sanjay Suri, said. Nearly 100 vehicles were struck as slush and the debris blocked the road nearly 15 kilometres off Gangtok after heavy rain. Gangtok is located in the Himalayans at an altitude of nearly 5,600 feet. Military personnel and locals aided the visitors, who slept either in cars or a nearby temple. The Border Roads Organisation (BRO) has started the clearing operations to make the road commutable for the travelers to leave for their destination. (2nd link) Around 600 tourists returning to Gangtok from Chhangu Lake, Baba Mandir and Nathu-la were stranded at 5th Mile, 15km from Gangtok, following a landslide on Jawaharlal Nehru Marg on Saturday evening, official sources said. ""Around 5pm, when t","15 Km From Gangtok, Himalayans",25km,landslide,downpour,medium,unknown,0,,,,,glc,4908,India,IN,Sikkim,30700,Gangtok,10.78558,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,88.708,27.3721,2013,6,8,0.5000,-0.8660,True,Sikkim,True,administrative
Business Standard,http://www.business-standard.com/article/news-ani/over-hundred-homes-displaced-due-to-landslide-in-meghalaya-116072100406_1.html,9124,2016-07-19 00:00:00,,"Rongthragittim Songittal village, near Sibbari, South Garo Hills District, Meghalaya, India",At least three houses were destroyed and over a hundred others displaced by a massive landslide near Sibbari in Meghalaya's South Garo Hills District. A large portion of a hill came sliding down on Tuesday at Rongthragittim Songittal village due to incessant rains in the region for over six days. Such was the force with which the portion of the hill came down that some of the displaced houses were pushed as far away as hundred meters from their original position. No causalities have been reported due to the incident.,"Rongthragittim Songittal village, near Sibbari, South Garo Hills District, Meghalaya, India",5km,translational_slide,continuous_rain,large,natural_slope,0,0,,,,glc,9124,India,IN,Meghalaya,79016,Netrakona,39.40241,7/22/2016 13:49,11/20/2017 15:17,2/15/2018 15:51,90.5573,25.203,2016,7,19,0.0000,-1.0000,True,Meghalaya,True,administrative
Indian Express,http://indianexpress.com/article/india/india-news-india/at-least-10-killed-in-landslides-in-assam-rescue-operations-underway-2806810/,9338,2016-05-18 08:00:00,,"Sonachirra, Karimganj district, Assam, India","Estimated location. Ten people were killed in landslides in Karimganj and Hailakandi districts in Barak Valley in Assam on Wednesday following incessant rains. Five members of a family were killed in a landslide at Sonachirra in Karimganj district in the wee hours, a police official said. The landslip, triggered by incessant rains, buried a house on the edge of a hill killing the five people. Among the victims are a man, his wife and their daughter and two sons. The area has been hit by continuous rains for the past three days.","Sonachirra, Karimganj district, Assam, India",10km,landslide,continuous_rain,medium,natural_slope,5,0,,,,glc,9338,India,IN,Assam,10942,Lāla,15.88512,08-03-2016 13:59,11/20/2017 15:17,2/15/2018 15:51,92.4943,24.4638,2016,5,18,0.8660,-0.5000,True,Assam,True,administrative
Mizoram Express,http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,2421,2010-09-13 09:00:00,,"road to Muanna Godown, Zuangtui, Mizoram",The heavy rain also caused landslides in several places blocking the road. The approach road to Muanna Godown in Zuangtui was blocked by a landslide since this morning.  It is expected to be restored this evening.,"road to Muanna Godown, Zuangtui, Mizoram",1km,landslide,downpour,medium,above_road,,,,,,glc,2421,India,IN,Mizoram,20244,Serchhīp,8.59507,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,92.74128531,23.75406693,2010,9,13,-0.8660,-0.5000,True,Mizoram,True,administrative
Business Standard,http://www.business-standard.com/article/news-ians/landslide-blocks-nh2-disrupting-traffic-to-and-from-manipur-116071000262_1.html,8901,2016-07-10 00:00:00,,"National Highway 2, near Kohima, Nagaland, India","Manipur's road-link with the rest of the country was severely disrupted on Sunday as a landslide blocked National Highway 2 near the Nagaland capital Kohima. ""All available personnel and machinery are being used to remove the debris from the road,"" an official told IANS over phone from Kohima. NH 2 and NH 37 are the two main road links between the state and the rest of the country. However, it is feared that there may be fresh landlsides as heavy downpour continued to lash most of the northeastern states.","National Highway 2, near Kohima, Nagaland, India",25km,landslide,downpour,medium,above_road,0,0,,,,glc,8901,India,IN,Nagaland,92113,Kohima,12.96831,07-11-2016 20:08,11/20/2017 15:17,2/15/2018 15:51,94.1318,25.7902,2016,7,10,0.0000,-1.0000,True,Nagaland,True,administrative
e-pao.net,http://e-pao.net/GP.asp?src=21..210810.aug10,2283,2010-08-19 00:00:00,,"2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur","Imphal, August 20 2010:   At the same time, another landslide had occurred yesterday near Kisima between Mao Gate and Kohima which virtually cut off the Nagaland capital from the rest of the country.  Meanwhile, our Tamenglong correspondent, Daniel Kamei reported that following heavy rains during the past week, a massive mud slide has occurred at Khongsang village which completely cut off the road between Tamenglong and Imphal.  The mudslide occurred 2 km from Khongsang.  Many vehicles bound for Imphal or Nungba have returned to Tamenglong. Uncertain date: 13 - 19th.","2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur",5km,mudslide,downpour,medium,unknown,0,,,,,glc,2283,India,IN,Manipur,223523,Imphal,46.36778,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,93.4957,24.8961,2010,8,19,-0.5000,-0.8660,True,Manipur,True,administrative
Telegraph India,http://www.telegraphindia.com/1120915/jsp/siliguri/story_15979380.jsp#.UQ8y7h2x-3I,4552,2012-09-14 00:00:00,,"Takdah, West Bengal","Landslides triggered by heavy overnight rain in the hills caused extensive damage in six tea gardens but planters said the digging being done under the 100-day rural job scheme was making the soil come loose.While work had to be stopped for the day in Takdah and Lopchu gardens because of the slides, Bannockburn, Phoobshering, Ging and Pussimbing reported loss of many tea bushes.“Takdah received around 18 inches of rainfall in the last 24 hours. Around 160 labourer quarters have suffered damage. A 40ft road in Takdah has been washed away in four places and five culverts have been damaged in landslides. There is no approach road to the garden factory now,” said Sandeep Mukherjee, the principal advisor to the Darjeeling Tea Association.","Takdah, West Bengal",5km,landslide,downpour,medium,unknown,,,,,,glc,4552,India,IN,Sikkim,3596,Jorethang,8.50592,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,88.3603,27.0377,2012,9,14,-0.8660,-0.5000,True,Sikkim,True,administrative
Sciency Thoughts,http://sciencythoughts.blogspot.com/2014/05/seven-members-of-one-family-killed-by.html,6016,2014-05-09 23:00:00,,"Satgarakul Village, Karimganj, Assam State","Seven members of a single family have been killed by a landslide that struck their home in the village of Satkoragool in the Karimganj District of Assam State, India, overnight between Friday 9 May and Saturday 10 May/2014. Nobody witnessed the incident, which occurred during heavy rain, but neighbours found that part of a hillside had collapsed onto the home, burying it under a debris heap of mud rocks and trees. The bodies of Lubub Uddin (45), his wife Saina Begam (35). and their five children, aged between two and eleven were all recovered from the site.","Satgarakul Village, Karimganj, Assam State",1km,landslide,rain,small,unknown,7,0,,,,glc,6016,India,IN,Assam,55290,Karīmganj,0.3326,8/24/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,92.3576,24.8669,2014,5,9,0.8660,-0.5000,True,Assam,True,administrative
Indian Express,http://indianexpress.com/article/india/india-others/several-houses-swept-away-in-mudslide-in-the-mizoram-town-of-phullen/,7780,2015-08-26 00:00:00,,Sailam village,"A few casualties have been reported, including a driver in his 20s who later died in a hospital after the vehicle he was driving was buried by a landslide near Sailam village, about 75 kms south of Aizawl, this past weekend.",Sailam village,5km,landslide,continuous_rain,medium,above_road,1,0,,,,glc,7780,India,IN,Mizoram,5963,Thenzawl,5.91871,6/20/2016 17:45,11/20/2017 15:17,2/15/2018 15:51,92.7878,23.3572,2015,8,26,-0.5000,-0.8660,True,Mizoram,True,administrative
Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,6283,2014-09-22 00:00:00,,Dakhingaon,"Flash flood and landslides continued to cause devastation in Guwahati for the second day today with the death toll due to landslip rising to four. Two persons died in two separate incidents of landslides in Lalmati and Dakhingaon, whereas a woman was injured in another landslide incident at Batahghuli.",Dakhingaon,1km,landslide,rain,small,unknown,0,0,,,,glc,6283,India,IN,Assam,2000,Dispur,4.61338,10/21/2014 14:27,11/20/2017 15:17,2/15/2018 15:51,91.7548,26.1314,2014,9,22,-0.8660,-0.5000,True,Assam,True,administrative
Nagaland Post,https://issuu.com/nagalandpost90/docs/july_13__2016,8930,2016-07-11 23:00:00,,"North Point Colony, Akuluto, Nagaland, India","A massive landslide occurred at North Point Colony, Akuluto on July 11 at around 11p.m. According an official bulletin, SDO (civil) Akuluto, Kikumsangla Jamir, who visited the affected area, said five houses were damaged badly and the road leading to colony was also blocked.  Local residents and personnel of 8th NAP, B Coy helped in clearing the road and also the affected families.","North Point Colony, Akuluto, Nagaland, India",1km,landslide,unknown,large,unknown,0,0,,,,glc,8930,India,IN,Nagaland,34021,Mokokchūng,17.35373,7/13/2016 16:47,11/20/2017 15:17,2/15/2018 15:51,94.4922,26.1699,2016,7,11,0.0000,-1.0000,True,Nagaland,True,administrative
rttnews,http://www.rttnews.com/ArticleView.aspx?Id=758386&SMap=1,869,2008-10-29 00:00:00,,North Lakhimpur,"flooding and landslides, Floods and landslides caused by heavy rains over the last three days have killed at least seven people and displaced thousands more in the northeastern states of India",North Lakhimpur,50km,landslide,downpour,medium,unknown,,,,,,glc,869,India,IN,Assam,59841,North Lakhimpur,1.31739,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,94.1167,27.2333,2008,10,29,-1.0000,-0.0000,True,Assam,True,administrative
Newkerala,http://www.newkerala.com/oct.php?action=fullnews&id=7498,285,2007-09-29 00:00:00,,"National Highway, 45 Aizwal (Mizoram)","unsure of exact day, landslides blocked road somewhere in province","National Highway, 45 Aizwal (Mizoram)",50km,landslide,rain,medium,unknown,,,,,,glc,285,India,IN,Mizoram,25000,Kolasib,10.56357,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,92.6921,24.1293,2007,9,29,-0.8660,-0.5000,True,Mizoram,True,administrative
E-PAO,http://e-pao.net/GP.asp?src=7..290611.jun11,3662,2011-06-28 00:00:00,,"Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India","June 28 2011: Ikou-Gangpijang road, development work of which was left incomplete following some disputes in awarding the contract, has been disconnected following landslide.  Consequent upon the landslide, passenger buses travelling from Imphal could not proceed beyond Ikou.  The passengers travelling to Saikul have to cross the landslide area on foot, and then travel forward till Saikul from Gangpijang in passenger jeeps.  In case passenger jeeps are not available, people have to walk all the way to Saikul which is about 2.5 Kms away.  Development work on Sagolmang-Saikul road which passes through Ikou and Gangpijang was abandoned after completing around 80 per cent of the following disputes in the contract deals.  The development work of the road was abandoned after the work order was given to a second contractor.  Notably, taking serious note of the abandonment of the road development work, KSO Saikul and Kuki Inpi Saikul appealed to the Chief Minister to finish the work before ons","Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India",25km,landslide,rain,medium,below_road,,,,,,glc,3662,India,IN,Manipur,223523,Imphal,0.44836,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,94.0144205,25.03561729,2011,6,28,0.5000,-0.8660,True,Manipur,True,administrative
Assam Times,http://www.assamtimes.org/node/15150,8339,2015-09-23 00:00:00,,Kamakhya Temple,Surface communication remains heavily disrupted atop the Nilachal Hill when a huge rock collapsed on the road leading to the historic Kamakhya temple on Wednesday.It took several hours for PWD and forest officials to clear the road after the rock along with uprooted trees blocked a portion of the hillside road in the morning. There is no report of casualty. Local residents fear the repeat of more landslide in view of the non stopped rains during the last 48 hours. The authority have asked the residents in the hillock to come down to the safe places to avoid further disaster.Tourists from the far flung areas have been remaining stranded on way to the historic Kamakhya temple from early in the morning.,Kamakhya Temple,1km,landslide,continuous_rain,medium,above_road,0,0,,,,glc,8339,India,IN,Assam,17516,North Guwāhāti,3.77975,07-06-2016 12:43,11/20/2017 15:17,2/15/2018 15:51,91.7042,26.1666,2015,9,23,-0.8660,-0.5000,True,Assam,True,administrative
E-Pao,http://www.e-pao.net/GP.asp?src=Snipp1..260716.jul16,9186,2016-07-25 12:30:00,,"Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India","Continuous downpour in the past three days led to a massive mudslide along Imphal-Dimapur road (NH-2) and destroyed 6 stalls constructed at the heart of Tadubi town at around 12.30pm today, reports NNN.  An 81 year old woman identified as S Koshuni, who was in one of the shops miraculously escaped with minor injuries.","Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India",1km,landslide,continuous_rain,medium,above_road,0,1,,,,glc,9186,India,IN,Manipur,92113,Kohima,21.74404,7/26/2016 16:05,11/20/2017 15:17,2/15/2018 15:51,94.1383,25.48,2016,7,25,0.0000,-1.0000,True,Manipur,True,administrative
Assam Times,http://www.assamtimes.org/node/14309,7253,2015-07-22 00:00:00,,Lakhipur,"Five persons of a family were buried alive when a huge hillock collapsed on their house in Cachar district on Wednesday. The incident took place in the wee hours at Lakhipur are when a huge hillock slipped into the house where Zubeda Khatun along with her four children lived in.  “It came to light at around 10 in the morning as the local residents had to keep themselves confined to their homes because of the incessant rains,” a local resident told Assam Times over telephone.",Lakhipur,5km,landslide,continuous_rain,medium,urban,5,0,,,,glc,7253,India,IN,Assam,12871,Lakhipur,1.31262,7/22/2015 15:44,11/20/2017 15:17,2/15/2018 15:51,92.9974,24.7979,2015,7,22,0.0000,-1.0000,True,Assam,True,administrative
Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,6286,2014-09-22 00:00:00,,Garchuk,another road in Garchuk was also blocked due to landslide.,Garchuk,5km,landslide,rain,small,unknown,0,0,,,,glc,6286,India,IN,Assam,899094,Guwahati,9.63258,10/21/2014 15:30,11/20/2017 15:17,2/15/2018 15:51,91.7082,26.1044,2014,9,22,-0.8660,-0.5000,True,Assam,True,administrative
kanglaonline,http://www.kanglaonline.com/index.php?template=headline&newsid=42473&typeid=2,594,2008-06-19 00:00:00,,"Namkaoluang village, Tamenglong-Sangrung (Khongsang) road, NH-53, Manipur",mudslide 30-40 feet long,"Namkaoluang village, Tamenglong-Sangrung (Khongsang) road, NH-53, Manipur",25km,mudslide,monsoon,medium,unknown,,,,,,glc,594,India,IN,Manipur,223523,Imphal,18.23429,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,93.8275,24.9336,2008,6,19,0.5000,-0.8660,True,Manipur,True,administrative
Hindustan Times,http://www.hindustantimes.com/india/20-dead-several-houses-swept-away-in-manipur-landslide/story-KoP6OouFBWhqxSdcnLrXJN.html,7383,2015-08-01 00:00:00,,"Tuitung village, Khengjoi","Several houses of Hollenjang, Wayang and Tuitung village under Khengjoi were also swept away by the landslide. The total number of casualties from these areas, if any, are not known so far.","Tuitung village, Khengjoi",5km,landslide,rain,medium,unknown,0,0,,,,glc,7383,India,IN,Manipur,44540,Mawlaik,38.95051,12/14/2015 20:53,11/20/2017 15:17,2/15/2018 15:51,94.1434,23.899,2015,8,1,-0.5000,-0.8660,True,Manipur,True,administrative
Eastern Mirror,http://www.easternmirrornagaland.com/landslide-hampers-nh-102-traffic-restored/,8900,2016-07-07 00:00:00,,"Imphal-Ukhrul sector of National Highway 102, Manipur, India","Estimated Date. Heavy landslide along the busy Imphal-Ukhrul sector of the National Highway 102 hampered vehicular traffic along the route forcing passenger buses to stop normal services since the last four days.  However smaller-sized vehicles such as cars, vans and gypsies managed to cross the landslide-hit Finch Corner area, 65 km north of Imphal only after the Border Road Task Force (BRTF) machinery cleared the area this afternoon, reports from Ukhrul said.  Earlier in the morning, most of the residents of Ukhrul district who usually takes 2-3 hours, took 6 hours to reach Imphal town by exchanging their vehicles at the two ends of the landslide-hit Finch corner area, according to a resident.  The picturesque Finch Corner areas witnessed heavy landslide measuring around 150 metres following continuous rain in the areas since the last few days.  Sources reaching here said that the BRTF personnel were currently taking all out efforts to restore normal traffic along the highway.","Imphal-Ukhrul sector of National Highway 102, Manipur, India",25km,landslide,monsoon,large,above_road,0,0,,,,glc,8900,India,IN,Manipur,223523,Imphal,43.61406,07-11-2016 19:51,11/20/2017 15:17,2/15/2018 15:51,94.3136,25.0118,2016,7,7,0.0000,-1.0000,True,Manipur,True,administrative
E-PAO,http://e-pao.net/GP.asp?src=26..120815.aug15,7666,2015-08-11 00:00:00,,Tousem,"In a press statement, ZB-AMN General Secretary Dr Gairiangmei Maringmei said due to recent incessant rain, several areas of the Zeliangrong region have experienced landslides.",Tousem,5km,landslide,continuous_rain,medium,unknown,0,0,,,,glc,7666,India,IN,Manipur,7176,Mahur,27.66664,4/28/2016 21:01,11/20/2017 15:17,2/15/2018 15:51,93.3729,25.1019,2015,8,11,-0.5000,-0.8660,True,Manipur,True,administrative
kuenselonline,http://www.kuenselonline.com/modules.php?name=News&file=article&sid=16186,2113,2010-07-21 08:00:00,,"Singtam-Mangan rd, Sikkim","Five houses were destroyed by landslides triggered by incessant rain at Zang in East Sikkim early this morning. Nobody was hurt as families living in these houses could escape just before the slides struck.  The mud slides also blocked the Singtam-Mangan road, which is an alternative route to North Sikkim Highway. The rubbles were cleared by the Border Roads Organisation for light vehicles later in the afternoon","Singtam-Mangan rd, Sikkim",25km,landslide,downpour,medium,unknown,0,,,,,glc,2113,India,IN,Sikkim,30700,Gangtok,7.76559,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,88.559,27.3773,2010,7,21,0.0000,-1.0000,True,Sikkim,True,administrative
Nagaland Post,http://nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA4NTE4Nw%3D%3D,7701,2015-08-19 15:00:00,,Phesama,Over 200 vehicles were stranded along NH-29 Phesama landslide area for almost four hours on Wednesday.,Phesama,5km,landslide,continuous_rain,medium,above_road,0,0,,http://morungexpress.com/wp-content/uploads/2015/08/119.jpg,,glc,7701,India,IN,Nagaland,92113,Kohima,5.22778,5/27/2016 14:48,11/20/2017 15:17,2/15/2018 15:51,94.1051,25.6278,2015,8,19,-0.5000,-0.8660,True,Nagaland,True,administrative
Mizoram Express,http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,2422,2010-09-13 00:00:00,,"Hunthar Veng, Mizoram","In Hunthar Veng, the kitchen side of H. Lalchhanhima’s house was damaged by a landslide while the road to Kanan Veng was blocked by a landslide.","Hunthar Veng, Mizoram",1km,landslide,downpour,medium,urban,,,,,,glc,2422,India,IN,Mizoram,20244,Serchhīp,8.59507,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,92.7141905,23.74182634,2010,9,13,-0.8660,-0.5000,True,Mizoram,True,administrative
New Indian Express,http://www.newindianexpress.com/nation/Landslide-Kills-Three-in-Tripura/2014/08/15/article2381042.ece,6513,2014-08-14 23:00:00,,Sabroom,"A woman and her two children were killed when a landslide buried their house in Tripura, police said here Friday.",Sabroom,5km,mudslide,downpour,medium,unknown,3,0,,,,glc,6513,India,IN,Tripura,6205,Sabrūm,1.52162,12/15/2014 22:50,11/20/2017 15:17,2/15/2018 15:51,91.7174,23.0137,2014,8,14,-0.5000,-0.8660,True,Tripura,True,administrative
www.indiatvnews.com,http://www.indiatvnews.com/news/india/sikkim-landslide-army-rescues-tourists-stranded-near-nathu-la-24315.html,4990,2013-06-27 23:00:00,,"Near Changu Lake, 15Km Away From Nathu La, On India-China Border In Eastern Sikkim","The Mountain Black Cat Division of the Indian Army has rescued 230 tourists last night when they were stranded near Changu Lake (13300 ft height) , 15 km away from Nathu La, on India-China border in eastern Sikkim. Heavy rain and landslides in this area has cut off traffic. The nearest regiment of army jawans noticed nearly 47 vehicles carrying tourists who were stranded at night.","Near Changu Lake, 15Km Away From Nathu La, On India-China Border In Eastern Sikkim",1km,landslide,downpour,medium,unknown,0,,,,,glc,4990,India,IN,Sikkim,30700,Gangtok,15.93151,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,88.7628,27.3765,2013,6,27,0.5000,-0.8660,True,Sikkim,True,administrative
Two Circles,http://twocircles.net/2014jun27/8_killed_assam_landslides_electrocution.html#.U70ydPldU1L,6106,2014-06-26 23:00:00,,Narakasur,"At least eight people, including three members of a family, were killed here due to landslides and flash floods triggered by incessant rain since Thursday night, officials said Friday. Four persons were killed due to landslides in two places while another four died due to electrocution in four different locations, the officials said. Another person remained missing after he was washed away by the surging waters of the Bharalu river. ""Three members of a family Kanak Barman (45), Pratima Barman (12) and Tulasi Barman (8) lost their lives in a landslide that took place Thursday night in Narakasur area,"" said Rajib Prakash Baruah, deputy commissioner in-charge of Kamrup (Metro) district. He said another woman died in Bamunimaidam area due to landslide. Baruah said Bhaskarjyoti Das (48), Dinesh Das (55), Prafulla Das (46) and Suren Bharali (57) died due to electrocution.",Narakasur,5km,landslide,continuous_rain,small,unknown,3,0,,,,glc,6106,India,IN,Assam,2000,Dispur,3.66283,8/24/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,91.7645,26.1407,2014,6,26,0.5000,-0.8660,True,Assam,True,administrative
e-pao.net,http://e-pao.net/GP.asp?src=Snipp8..080911.sep11,3965,2011-09-06 08:00:00,,NH 37 at Awang Khul,A massive landslide along the NH 37 at Awang Khul has cut off Imphal and Jiribam,NH 37 at Awang Khul,1km,landslide,rain,medium,unknown,3,,,,,glc,3965,India,IN,Assam,12871,Lakhipur,11.03875,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,93.117,24.808,2011,9,6,-0.8660,-0.5000,True,Assam,True,administrative
The Shillong Times,http://www.theshillongtimes.com/2015/06/17/entire-family-among-5-dead-in-tura-landslides/,6969,2015-06-16 06:15:00,,"Nakham Bazaar, Tura, Meghalaya",Huge tons of mud and boulders came crashing down from the above cliffs completely destroying the home.,"Nakham Bazaar, Tura, Meghalaya",1km,landslide,downpour,medium,urban,4,0,,,,glc,6969,India,IN,Meghalaya,63645,Tura,1.30159,6/25/2015 20:11,11/20/2017 15:17,2/15/2018 15:51,90.215,25.5114,2015,6,16,0.5000,-0.8660,True,Meghalaya,True,administrative
Hindustan Times,http://www.hindustantimes.com/india-news/two-killed-due-to-landslide-in-assam/story-iWPiQmWinCDc8gZotcTmFM.html,8684,2016-07-07 00:00:00,,"Kamrup district, Assam, India","Two persons including a minor were killed and two others injured on Thursday due to a landslide in Assam’s Kamrup district.           Police said the incident took place at 11 Mile Area under Sonapur police station in the district. “A guard wall caved in on the house of Bishal Sharma due to landslide triggered by incessant rains since last night,” police said adding that while Bishal Sharma and his daughter Nanu Sharma (13) were killed on the spot, his wife Radha Sharma and another daughter Puja Sharma were injured during the incident.","Kamrup district, Assam, India",50km,landslide,continuous_rain,medium,retaining_wall,2,2,,,,glc,8684,India,IN,Assam,4713,Palāsbāri,24.91092,07-07-2016 20:34,11/20/2017 15:17,2/15/2018 15:51,91.3681,25.9611,2016,7,7,0.0000,-1.0000,True,Assam,True,administrative
news.oneindia,http://news.oneindia.in/2010/03/29/rainsstorm-cause-havoc-inmanipur.html,1596,2010-03-27 20:00:00,,"LangthAbal Khoupum, Imphal, Manipur","Pre-monsoon rains and a heavy storm  have created havoc in Manipur state.  Sudden sporadic downpours accompanied by heavy storm, which struck late on Saturday (March 27), left a trail of mass destruction in both the valley and hilly areas, as several rooftops were blown away and houses collapsed. Several houses along Mayai Lambi, in the vicinity of Loktak Lake, are reported to have been either blown away, or damaged.  One house at LangthAbal Khoupum in Imphal has been completely damaged due to landslide.  No loss of human lives has been reported from anywhere in the State.  Locals are helping rescuers to help restore the damaged buildings.  ""At that time, those who woke up early morning, including my mother, survived the landslide. But two persons who were sleeping at that time were buried. So, all the villagers joined hands and rescued the two from the debris. No loss of lives was there but some have sustained injuries,"" said Thawaijao Kamei, a local resident, on Monday (March 29).","LangthAbal Khoupum, Imphal, Manipur",5km,mudslide,downpour,medium,unknown,0,,,,,glc,1596,India,IN,Manipur,223523,Imphal,8.69174,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,93.9161,24.7339,2010,3,27,0.8660,0.5000,True,Manipur,True,administrative
assamtribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=apr2110/at06,1771,2010-04-20 00:00:00,,"Raj Bhavan Guwahati, Assam","GUWAHATI, April 20 – Civic woes of Guwahatians is continuing to unfold its murkier side with incessant downpour today forcing district administration to engage National Disaster Response Force (NDRF) to facilitate movement of residents of low-lying areas at the heart of the capital city.   The incessant rains also led to landslide in the hilly areas of the city, including at Kharghuli hillside and the hills adjoining the Raj Bhavan.","Raj Bhavan Guwahati, Assam",exact,landslide,downpour,medium,unknown,0,,,,,glc,1771,India,IN,Assam,899094,Guwahati,2.54658,04-01-2014 00:00,11/20/2017 15:17,2/15/2018 15:51,91.7665,26.1978,2010,4,20,1.0000,0.0000,True,Assam,True,administrative
E-PAO,http://e-pao.net/GP.asp?src=22..010815.aug15,7364,2015-07-31 09:00:00,,Phungyar road,Massive landslide along the Phungyar road under Ukhrul District cut off Phungya Sub-Division from the rest the state on Friday.,Phungyar road,10km,landslide,continuous_rain,medium,below_road,0,0,,http://www.e-pao.org/galleries/images/News_Related/2015/08/Landslide_20150801.jpg,,glc,7364,India,IN,Manipur,8797,Yairipok,34.80209,11-03-2015 19:37,11/20/2017 15:17,2/15/2018 15:51,94.3551,24.819,2015,7,31,0.0000,-1.0000,True,Manipur,True,administrative
newKarala,http://www.newkerala.com/news/2015/fullnews-73439.html,6968,2015-06-13 00:00:00,,"Ratacherra village along the NH-44 connecting to Barak Valley in Assam and Tripura, Meghalaya, Mizoramon",At least four people including three women were killed and two others injured in landslide following heavy rainfall…when a tea shop was buried,"Ratacherra village along the NH-44 connecting to Barak Valley in Assam and Tripura, Meghalaya, Mizoramon",5km,landslide,continuous_rain,medium,unknown,4,2,,,,glc,6968,India,IN,Meghalaya,132842,Shillong,35.09387,6/25/2015 20:05,11/20/2017 15:17,2/15/2018 15:51,92.2121,25.463,2015,6,13,0.5000,-0.8660,True,Meghalaya,True,administrative
