event_id,event_date,year,month,month_sin,month_cos,is_monsoon,pre_monsoon,post_monsoon,latitude,longitude,state,trigger,landslide_size,landslide_category,elevation_proxy_m,slope_proxy_deg,rainfall_antecedent_proxy_mm,historical_density_50km,min_dist_to_historical_km,label,sample_type
8222,2016-06-22 12:00:00,2016,6,0.5,-0.866,1,0,0,26.1961,91.7825,Assam,downpour,medium,mudslide,447.9,12.6,606.8,41,0.0,1,observed_historical_event
7706,2015-08-19 00:00:00,2015,8,-0.5,-0.866,1,0,0,25.0728,92.3636,Meghalaya,rain,medium,landslide,1103.4,22.4,463.4,12,0.0,1,observed_historical_event
9620,2016-10-15 00:00:00,2016,10,-1.0,-0.0,0,0,1,27.172,88.5292,Sikkim,downpour,medium,landslide,2813.6,43.8,180.2,30,0.0,1,observed_historical_event
8224,2015-09-14 01:30:00,2015,9,-0.866,-0.5,1,0,0,23.7313,92.7187,Mizoram,downpour,medium,landslide,1339.6,24.7,450.5,20,0.0,1,observed_historical_event
4241,2012-03-04 00:00:00,2012,3,0.866,0.5,0,0,0,25.1604,93.6795,Manipur,unknown,medium,landslide,1352.0,31.9,67.9,29,0.0,1,observed_historical_event
755,2008-08-28 00:00:00,2008,8,-0.5,-0.866,1,0,0,27.337,88.609,Sikkim,downpour,medium,landslide,2959.7,40.5,558.5,31,0.0,1,observed_historical_event
1756,2010-04-17 00:00:00,2010,4,1.0,0.0,0,1,0,27.322,88.6087,Sikkim,downpour,small,landslide,2951.1,38.7,227.6,31,0.0,1,observed_historical_event
9334,2016-05-18 08:00:00,2016,5,0.866,-0.5,0,1,0,24.5204,92.7264,Assam,continuous_rain,unknown,landslide,418.3,19.8,376.5,10,0.0,1,observed_historical_event
8237,2016-07-01 00:00:00,2016,7,0.0,-1.0,1,0,0,27.0136,92.6351,Arunachal Pradesh,downpour,large,landslide,2123.1,29.2,700.7,1,0.0,1,observed_historical_event
4859,2013-05-11 00:00:00,2013,5,0.866,-0.5,0,1,0,26.1771,91.7599,Assam,rain,medium,landslide,446.0,17.4,317.8,41,0.0,1,observed_historical_event
3916,2011-08-13 08:00:00,2011,8,-0.5,-0.866,1,0,0,25.7713,93.8067,Assam,downpour,medium,mudslide,663.1,9.7,561.0,10,0.0,1,observed_historical_event
5250,2013-08-01 00:00:00,2013,8,-0.5,-0.866,1,0,0,27.8837,93.0515,Arunachal Pradesh,rain,medium,mudslide,2224.0,32.1,440.3,1,0.0,1,observed_historical_event
3805,2011-07-19 00:00:00,2011,7,0.0,-1.0,1,0,0,27.05374234,88.42572376,Sikkim,rain,medium,landslide,2756.9,35.0,557.8,30,0.0,1,observed_historical_event
3738,2011-07-06 00:00:00,2011,7,0.0,-1.0,1,0,0,24.8063,93.9482,Manipur,downpour,medium,landslide,1197.2,26.3,691.7,34,0.0,1,observed_historical_event
2426,2010-09-13 00:00:00,2010,9,-0.866,-0.5,1,0,0,22.7176,92.8416,Mizoram,downpour,medium,landslide,1150.2,24.9,462.1,3,0.0,1,observed_historical_event
7266,2015-07-22 00:00:00,2015,7,0.0,-1.0,1,0,0,25.5098,93.8794,Manipur,continuous_rain,medium,landslide,1018.1,27.0,659.5,15,0.0,1,observed_historical_event
1129,2009-08-30 00:00:00,2009,8,-0.5,-0.866,1,0,0,24.8628,94.4182,Manipur,downpour,medium,landslide,1159.8,20.5,557.3,14,0.0,1,observed_historical_event
2166,2010-07-29 00:00:00,2010,7,0.0,-1.0,1,0,0,24.9786,93.5027,Assam,downpour,medium,landslide,199.6,18.6,692.0,33,0.0,1,observed_historical_event
213,2007-08-26 00:00:00,2007,8,-0.5,-0.866,1,0,0,25.2946,92.8339,Assam,rain,medium,landslide,552.9,14.6,455.2,18,0.0,1,observed_historical_event
4426,2012-06-22 00:00:00,2012,6,0.5,-0.866,1,0,0,26.1226,91.7162,Assam,downpour,medium,landslide,415.8,17.3,604.4,41,0.0,1,observed_historical_event
8366,2015-09-23 15:00:00,2015,9,-0.866,-0.5,1,0,0,25.583,91.893,Meghalaya,downpour,medium,landslide,1064.4,25.7,442.8,5,0.0,1,observed_historical_event
1934,2010-06-03 05:00:00,2010,6,0.5,-0.866,1,0,0,24.6005,92.3814,Assam,downpour,medium,landslide,324.2,18.5,622.4,8,0.0,1,observed_historical_event
7655,2016-04-22 02:30:00,2016,4,1.0,0.0,0,1,0,27.5799,91.8569,Arunachal Pradesh,continuous_rain,medium,landslide,1857.1,39.4,220.3,3,0.0,1,observed_historical_event
9464,2016-08-05 00:00:00,2016,8,-0.5,-0.866,1,0,0,27.5754,91.9754,Arunachal Pradesh,downpour,medium,landslide,1906.6,32.4,567.3,3,0.0,1,observed_historical_event
580,2008-06-09 00:00:00,2008,6,0.5,-0.866,1,0,0,24.6596,93.9784,Manipur,monsoon,medium,landslide,1165.9,21.5,534.6,23,0.0,1,observed_historical_event
8996,2016-07-14 00:00:00,2016,7,0.0,-1.0,1,0,0,26.1768,91.7702,Assam,monsoon,small,landslide,430.7,16.3,610.2,41,0.0,1,observed_historical_event
7138,2015-07-07 00:00:00,2015,7,0.0,-1.0,1,0,0,27.0816,88.4397,Sikkim,continuous_rain,small,landslide,2752.6,32.1,642.8,30,0.0,1,observed_historical_event
4857,2013-05-11 09:00:00,2013,5,0.866,-0.5,0,1,0,23.7281,92.7175,Mizoram,rain,large,landslide,1342.9,25.0,314.4,20,0.0,1,observed_historical_event
6945,2015-06-19 00:00:00,2015,6,0.5,-0.866,1,0,0,25.16,93.686,Manipur,monsoon,medium,landslide,1355.8,31.7,525.8,29,0.0,1,observed_historical_event
4860,2013-05-11 00:00:00,2013,5,0.866,-0.5,0,1,0,26.1016,91.6906,Assam,rain,medium,landslide,418.3,11.9,322.6,41,0.0,1,observed_historical_event
4845,2013-05-07 00:00:00,2013,5,0.866,-0.5,0,1,0,24.2315,92.6755,Mizoram,rain,medium,mudslide,1367.5,34.3,323.7,9,0.0,1,observed_historical_event
1770,2010-04-20 00:00:00,2010,4,1.0,0.0,0,1,0,26.1965,91.763,Assam,downpour,medium,landslide,476.3,14.9,240.2,41,0.0,1,observed_historical_event
7728,2015-08-22 09:00:00,2015,8,-0.5,-0.866,1,0,0,26.1028,91.8806,Assam,continuous_rain,medium,landslide,211.2,12.0,533.3,40,0.0,1,observed_historical_event
7836,2015-08-27 00:00:00,2015,8,-0.5,-0.866,1,0,0,24.042,92.6724,Mizoram,downpour,medium,landslide,1145.0,29.5,580.1,18,0.0,1,observed_historical_event
4798,2013-04-07 00:00:00,2013,4,1.0,0.0,0,1,0,28.8254,96.1509,Arunachal Pradesh,rain,medium,landslide,2069.0,28.4,176.5,2,0.0,1,observed_historical_event
7388,2015-08-01 00:00:00,2015,8,-0.5,-0.866,1,0,0,24.416,94.0984,Manipur,continuous_rain,medium,landslide,1063.5,32.0,526.6,16,0.0,1,observed_historical_event
9619,2016-10-15 00:00:00,2016,10,-1.0,-0.0,0,0,1,27.1695,88.3664,Sikkim,rain,medium,landslide,2717.4,32.0,136.5,30,0.0,1,observed_historical_event
7591,2015-03-19 00:00:00,2015,3,0.866,0.5,0,0,0,25.0318,92.4584,Assam,rain,small,landslide,205.4,13.4,86.3,14,0.0,1,observed_historical_event
9232,2016-07-28 23:00:00,2016,7,0.0,-1.0,1,0,0,23.5397,93.3783,Mizoram,continuous_rain,medium,landslide,996.5,35.1,644.2,4,0.0,1,observed_historical_event
4434,2012-06-25 18:00:00,2012,6,0.5,-0.866,1,0,0,26.1049,91.7369,Assam,downpour,large,landslide,366.2,17.6,603.8,41,0.0,1,observed_historical_event
4378,2012-06-02 00:00:00,2012,6,0.5,-0.866,1,0,0,28.8254,96.1517,Arunachal Pradesh,downpour,medium,landslide,2069.9,28.5,610.2,2,0.0,1,observed_historical_event
7214,2015-07-15 08:00:00,2015,7,0.0,-1.0,1,0,0,27.36,93.0385,Arunachal Pradesh,monsoon,medium,landslide,2206.1,40.0,600.5,1,0.0,1,observed_historical_event
5582,2013-10-06 12:45:00,2013,10,-1.0,-0.0,0,0,1,26.1309,91.8383,Assam,downpour,medium,landslide,270.4,13.7,171.0,40,0.0,1,observed_historical_event
3556,2011-05-31 14:00:00,2011,5,0.866,-0.5,0,1,0,25.1555,93.8474,Manipur,continuous_rain,small,landslide,1251.5,20.3,374.2,32,0.0,1,observed_historical_event
2423,2010-09-13 00:00:00,2010,9,-0.866,-0.5,1,0,0,23.73504471,92.71060943,Mizoram,downpour,medium,landslide,1341.5,25.0,462.6,20,0.0,1,observed_historical_event
3532,2011-05-24 00:00:00,2011,5,0.866,-0.5,0,1,0,25.0888,92.8551,Assam,downpour,medium,complex,310.1,16.7,407.1,17,0.0,1,observed_historical_event
2345,2010-08-27 18:00:00,2010,8,-0.5,-0.866,1,0,0,27.3392,88.6188,Sikkim,downpour,medium,landslide,2946.6,41.7,577.0,31,0.0,1,observed_historical_event
7956,2015-09-05 00:00:00,2015,9,-0.866,-0.5,1,0,0,26.048,91.8695,Meghalaya,unknown,medium,landslide,1034.2,33.0,313.8,39,0.0,1,observed_historical_event
2425,2010-09-13 00:00:00,2010,9,-0.866,-0.5,1,0,0,23.3439,93.0748,Mizoram,downpour,medium,landslide,1032.2,27.4,440.8,5,0.0,1,observed_historical_event
6970,2015-06-16 00:00:00,2015,6,0.5,-0.866,1,0,0,25.5084,90.2191,Meghalaya,downpour,small,rock_fall,1111.9,32.3,624.0,9,0.0,1,observed_historical_event
5312,2013-08-11 23:00:00,2013,8,-0.5,-0.866,1,0,0,26.7103,94.693,Assam,downpour,very_large,landslide,532.9,16.3,576.4,4,0.0,1,observed_historical_event
1929,2010-05-31 23:00:00,2010,5,0.866,-0.5,0,1,0,27.3543,88.6428,Sikkim,downpour,medium,landslide,2916.2,44.0,420.2,31,0.0,1,observed_historical_event
2568,2010-10-08 00:00:00,2010,10,-1.0,-0.0,0,0,1,24.7679,93.4108,Assam,downpour,medium,landslide,494.0,19.3,187.2,23,0.0,1,observed_historical_event
7409,2015-08-02 00:00:00,2015,8,-0.5,-0.866,1,0,0,25.72,94.6219,Nagaland,continuous_rain,medium,landslide,1477.2,34.2,537.7,11,0.0,1,observed_historical_event
9219,2016-07-26 23:00:00,2016,7,0.0,-1.0,1,0,0,26.0101,94.5282,Nagaland,downpour,medium,landslide,1149.1,26.5,690.2,11,0.0,1,observed_historical_event
8223,2015-09-14 03:10:00,2015,9,-0.866,-0.5,1,0,0,23.7348,92.7187,Mizoram,downpour,large,landslide,1336.7,24.5,451.6,20,0.0,1,observed_historical_event
7336,2015-08-19 09:00:00,2015,8,-0.5,-0.866,1,0,0,25.2193,90.5549,Meghalaya,continuous_rain,medium,landslide,1542.7,27.2,521.8,5,0.0,1,observed_historical_event
9252,2016-07-28 00:00:00,2016,7,0.0,-1.0,1,0,0,27.5748,91.8644,Arunachal Pradesh,monsoon,medium,landslide,1857.7,39.5,600.0,3,0.0,1,observed_historical_event
7665,2015-08-11 00:00:00,2015,8,-0.5,-0.866,1,0,0,24.7016,93.5291,Manipur,continuous_rain,medium,landslide,1250.8,31.1,518.0,28,0.0,1,observed_historical_event
1994,2010-06-16 00:00:00,2010,6,0.5,-0.866,1,0,0,25.0633,92.8025,Assam,downpour,medium,landslide,346.7,19.4,608.5,20,0.0,1,observed_historical_event
7374,2015-08-01 00:00:00,2015,8,-0.5,-0.866,1,0,0,25.1122,94.3591,Manipur,continuous_rain,medium,landslide,1191.3,31.8,541.1,18,0.0,1,observed_historical_event
4446,2012-07-05 00:00:00,2012,7,0.0,-1.0,1,0,0,28.9986,94.8885,Arunachal Pradesh,downpour,large,landslide,2220.2,39.0,692.6,2,0.0,1,observed_historical_event
269,2007-09-18 00:00:00,2007,9,-0.866,-0.5,1,0,0,27.2872,88.2816,Sikkim,rain,medium,landslide,2804.4,33.5,366.1,30,0.0,1,observed_historical_event
2205,2010-08-06 00:00:00,2010,8,-0.5,-0.866,1,0,0,23.7365,92.7146,Mizoram,downpour,medium,landslide,1337.9,24.6,566.9,20,0.0,1,observed_historical_event
4610,2012-11-11 00:00:00,2012,11,-0.866,0.5,0,0,1,23.7705,92.5217,Mizoram,downpour,medium,landslide,1154.8,35.3,44.1,18,0.0,1,observed_historical_event
6112,2014-06-28 09:00:00,2014,6,0.5,-0.866,1,0,0,26.1964,91.7652,Assam,rain,medium,landslide,472.9,14.6,496.9,41,0.0,1,observed_historical_event
7390,2015-08-01 00:00:00,2015,8,-0.5,-0.866,1,0,0,24.4265,94.1913,Manipur,continuous_rain,medium,landslide,1171.5,23.4,541.4,16,0.0,1,observed_historical_event
2420,2010-09-13 00:00:00,2010,9,-0.866,-0.5,1,0,0,23.72988966,92.71495623,Mizoram,downpour,medium,landslide,1343.2,25.0,453.4,20,0.0,1,observed_historical_event
264,2007-09-13 00:00:00,2007,9,-0.866,-0.5,1,0,0,26.1833,91.8,Assam,rain,medium,landslide,401.5,12.1,364.5,41,0.0,1,observed_historical_event
251,2007-09-09 00:00:00,2007,9,-0.866,-0.5,1,0,0,27.1667,88.35,Sikkim,rain,medium,landslide,2690.0,32.3,350.4,30,0.0,1,observed_historical_event
6214,2014-10-05 17:45:00,2014,10,-1.0,-0.0,0,0,1,25.9702,91.8587,Meghalaya,rain,medium,landslide,1101.5,30.2,135.4,42,0.0,1,observed_historical_event
4411,2012-06-14 04:00:00,2012,6,0.5,-0.866,1,0,0,27.339,88.6065,Sikkim,downpour,medium,landslide,2964.2,40.4,623.2,31,0.0,1,observed_historical_event
7384,2015-08-01 00:00:00,2015,8,-0.5,-0.866,1,0,0,23.9278,94.0906,Manipur,rain,medium,landslide,1020.5,20.9,453.0,8,0.0,1,observed_historical_event
211,2007-08-26 00:00:00,2007,8,-0.5,-0.866,1,0,0,24.9667,93.55,Manipur,continuous_rain,medium,mudslide,1003.6,32.0,530.1,35,0.0,1,observed_historical_event
4384,2012-06-03 00:00:00,2012,6,0.5,-0.866,1,0,0,25.1775,93.0123,Assam,downpour,medium,landslide,450.5,19.8,617.7,19,0.0,1,observed_historical_event
4383,2012-06-03 00:00:00,2012,6,0.5,-0.866,1,0,0,25.3056,93.1265,Assam,downpour,medium,landslide,657.0,13.3,600.4,18,0.0,1,observed_historical_event
7375,2015-08-01 00:00:00,2015,8,-0.5,-0.866,1,0,0,25.1941,94.4481,Manipur,continuous_rain,medium,landslide,1211.9,20.8,531.1,18,0.0,1,observed_historical_event
4861,2013-05-12 00:00:00,2013,5,0.866,-0.5,0,1,0,24.9926,93.4946,Assam,rain,medium,mudslide,189.8,19.0,324.6,28,0.0,1,observed_historical_event
7972,2015-08-28 01:45:00,2015,8,-0.5,-0.866,1,0,0,23.4495,92.8112,Mizoram,downpour,large,landslide,948.9,32.5,576.8,18,0.0,1,observed_historical_event
3831,2011-07-22 00:00:00,2011,7,0.0,-1.0,1,0,0,24.7992,93.948,Manipur,downpour,medium,landslide,1206.0,25.4,689.9,33,0.0,1,observed_historical_event
5584,2013-10-06 00:00:00,2013,10,-1.0,-0.0,0,0,1,26.1665,91.7049,Assam,downpour,medium,landslide,500.4,19.7,188.0,42,0.0,1,observed_historical_event
7387,2015-08-01 00:00:00,2015,8,-0.5,-0.866,1,0,0,24.954,94.2156,Manipur,continuous_rain,small,landslide,1185.2,31.3,518.5,23,0.0,1,observed_historical_event
2573,2010-10-09 00:00:00,2010,10,-1.0,-0.0,0,0,1,25.1796,93.0083,Assam,downpour,medium,mudslide,449.4,19.7,168.6,19,0.0,1,observed_historical_event
9010,2016-07-16 00:00:00,2016,7,0.0,-1.0,1,0,0,27.3034,93.804,Arunachal Pradesh,downpour,medium,mudslide,2287.9,34.1,700.9,8,0.0,1,observed_historical_event
6331,2014-09-08 00:00:00,2014,9,-0.866,-0.5,1,0,0,25.9466,94.6279,Nagaland,unknown,medium,mudslide,1331.7,26.3,316.9,10,0.0,1,observed_historical_event
1987,2010-06-15 00:00:00,2010,6,0.5,-0.866,1,0,0,25.2269,93.1658,Assam,downpour,medium,landslide,695.4,9.3,604.9,27,0.0,1,observed_historical_event
7910,2015-08-01 00:00:00,2015,8,-0.5,-0.866,1,0,0,24.3481,94.1146,Manipur,unknown,medium,landslide,1195.4,28.8,383.0,15,0.0,1,observed_historical_event
6775,2015-02-14 00:00:00,2015,2,0.5,0.866,0,0,0,26.1468,91.6469,Assam,mining,small,landslide,509.4,12.1,37.3,42,0.0,1,observed_historical_event
6786,2015-02-19 23:00:00,2015,2,0.5,0.866,0,0,0,24.6108,92.562,Assam,mining,medium,landslide,475.8,13.0,21.2,10,0.0,1,observed_historical_event
6291,2014-09-21 00:00:00,2014,9,-0.866,-0.5,1,0,0,25.7354,90.3852,Meghalaya,continuous_rain,large,landslide,1336.0,23.8,423.4,7,0.0,1,observed_historical_event
6213,2014-09-24 00:00:00,2014,9,-0.866,-0.5,1,0,0,25.8143,90.5763,Meghalaya,continuous_rain,large,landslide,1561.8,28.6,424.0,4,0.0,1,observed_historical_event
9336,2016-05-18 08:00:00,2016,5,0.866,-0.5,0,1,0,24.5308,92.5121,Assam,continuous_rain,small,landslide,281.3,11.8,378.5,9,0.0,1,observed_historical_event
9604,2016-10-12 00:00:00,2016,10,-1.0,-0.0,0,0,1,27.2676,88.2891,Sikkim,continuous_rain,medium,landslide,2782.4,32.7,166.6,30,0.0,1,observed_historical_event
7837,2015-08-27 00:00:00,2015,8,-0.5,-0.866,1,0,0,23.7269,92.7265,Mizoram,downpour,medium,landslide,1337.1,24.5,568.6,20,0.0,1,observed_historical_event
7267,2015-07-22 00:00:00,2015,7,0.0,-1.0,1,0,0,25.3908,94.0926,Manipur,continuous_rain,small,landslide,1172.3,31.3,661.4,24,0.0,1,observed_historical_event
4848,2013-05-08 00:00:00,2013,5,0.866,-0.5,0,1,0,24.0896,91.4663,Tripura,rain,medium,landslide,211.6,6.7,317.1,2,0.0,1,observed_historical_event
9122,2016-07-20 00:00:00,2016,7,0.0,-1.0,1,0,0,26.1966,91.802,Assam,rain,medium,landslide,422.7,10.4,559.9,40,0.0,1,observed_historical_event
2574,2010-10-09 00:00:00,2010,10,-1.0,-0.0,0,0,1,25.4749,93.1477,Assam,downpour,medium,landslide,423.4,10.9,170.0,13,0.0,1,observed_historical_event
6282,2014-09-22 00:00:00,2014,9,-0.866,-0.5,1,0,0,26.1097,91.7747,Assam,rain,small,landslide,317.9,20.0,356.4,41,0.0,1,observed_historical_event
6289,2014-09-22 00:00:00,2014,9,-0.866,-0.5,1,0,0,26.1001,91.6849,Assam,rain,small,landslide,422.0,11.2,363.3,41,0.0,1,observed_historical_event
9087,2016-07-19 00:00:00,2016,7,0.0,-1.0,1,0,0,28.235,94.9612,Arunachal Pradesh,downpour,medium,landslide,1953.8,38.8,693.5,2,0.0,1,observed_historical_event
130,2007-07-19 00:00:00,2007,7,0.0,-1.0,1,0,0,26.1699,91.7986,Assam,rain,medium,landslide,379.2,13.8,549.9,41,0.0,1,observed_historical_event
500001,2016-12-03 00:00:00,2016,12,-0.5,0.866,0,0,0,24.13633,93.6133,Assam,none,none,non_event,564.4,8.4,11.5,3,40.17,0,constructed_pseudo_absence
500002,2010-04-06 00:00:00,2010,4,1.0,0.0,0,1,0,25.57319,94.58556,Manipur,none,none,non_event,1000.5,26.9,116.1,13,15.3,0,constructed_pseudo_absence
500003,2015-01-27 00:00:00,2015,1,0.0,1.0,0,0,0,23.49036,93.38468,Mizoram,none,none,non_event,914.9,30.9,24.5,3,5.52,0,constructed_pseudo_absence
500004,2008-12-24 00:00:00,2008,12,-0.5,0.866,0,0,0,27.76183,90.54603,Assam,none,none,non_event,578.5,10.9,5.7,0,130.67,0,constructed_pseudo_absence
500005,2011-06-09 00:00:00,2011,6,0.5,-0.866,1,0,0,25.78937,90.41079,Meghalaya,none,none,non_event,1393.4,23.8,375.2,6,6.53,0,constructed_pseudo_absence
500006,2007-01-25 00:00:00,2007,1,0.0,1.0,0,0,0,26.57371,94.92489,Assam,none,none,non_event,267.8,8.0,23.4,4,19.25,0,constructed_pseudo_absence
500007,2013-08-04 00:00:00,2013,8,-0.5,-0.866,1,0,0,25.20834,93.99302,Manipur,none,none,non_event,1198.6,28.6,236.8,26,8.75,0,constructed_pseudo_absence
500008,2016-07-14 00:00:00,2016,7,0.0,-1.0,1,0,0,24.83662,94.50227,Manipur,none,none,non_event,1140.5,21.6,283.1,9,8.7,0,constructed_pseudo_absence
500009,2010-10-12 00:00:00,2010,10,-1.0,-0.0,0,0,1,29.20688,92.73945,Arunachal Pradesh,none,none,non_event,2040.7,39.2,110.9,0,150.25,0,constructed_pseudo_absence
500010,2010-12-26 00:00:00,2010,12,-0.5,0.866,0,0,0,28.07122,88.67453,Sikkim,none,none,non_event,2628.8,34.1,22.0,0,50.61,0,constructed_pseudo_absence
500011,2013-11-28 00:00:00,2013,11,-0.866,0.5,0,0,1,27.12015,96.95448,Arunachal Pradesh,none,none,non_event,2014.3,31.9,20.4,0,84.93,0,constructed_pseudo_absence
500012,2007-12-08 00:00:00,2007,12,-0.5,0.866,0,0,0,25.29601,93.19457,Manipur,none,none,non_event,1458.5,31.2,20.4,23,6.93,0,constructed_pseudo_absence
500013,2010-02-22 00:00:00,2010,2,0.5,0.866,0,0,0,25.74934,94.81116,Nagaland,none,none,non_event,1641.3,26.0,13.6,8,13.7,0,constructed_pseudo_absence
500014,2015-04-27 00:00:00,2015,4,1.0,0.0,0,1,0,27.87087,91.45849,Assam,none,none,non_event,542.8,8.9,131.5,0,50.84,0,constructed_pseudo_absence
500015,2016-12-09 00:00:00,2016,12,-0.5,0.866,0,0,0,27.52045,91.34566,Assam,none,none,non_event,278.9,18.6,11.7,0,50.83,0,constructed_pseudo_absence
500016,2016-12-04 00:00:00,2016,12,-0.5,0.866,0,0,0,26.51138,93.89599,Nagaland,none,none,non_event,1232.2,38.0,12.6,0,51.62,0,constructed_pseudo_absence
500017,2015-12-18 00:00:00,2015,12,-0.5,0.866,0,0,0,22.0154,92.72327,Mizoram,none,none,non_event,1245.0,35.9,23.0,0,57.33,0,constructed_pseudo_absence
500018,2012-09-22 00:00:00,2012,9,-0.866,-0.5,1,0,0,25.40064,90.00992,Meghalaya,none,none,non_event,1388.8,32.5,270.5,5,13.69,0,constructed_pseudo_absence
500019,2012-04-10 00:00:00,2012,4,1.0,0.0,0,1,0,23.21852,93.00027,Mizoram,none,none,non_event,1135.7,27.6,113.8,4,15.88,0,constructed_pseudo_absence
500020,2016-08-13 00:00:00,2016,8,-0.5,-0.866,1,0,0,27.74505,88.81252,Sikkim,none,none,non_event,2702.0,38.5,279.3,14,20.85,0,constructed_pseudo_absence
500021,2016-10-15 00:00:00,2016,10,-1.0,-0.0,0,0,1,22.44647,93.14291,Mizoram,none,none,non_event,1082.8,27.5,91.4,3,18.43,0,constructed_pseudo_absence
500022,2009-10-10 00:00:00,2009,10,-1.0,-0.0,0,0,1,24.16998,92.2518,Tripura,none,none,non_event,422.9,9.0,93.5,6,40.88,0,constructed_pseudo_absence
500023,2010-10-08 00:00:00,2010,10,-1.0,-0.0,0,0,1,25.3681,95.1088,Nagaland,none,none,non_event,1372.9,32.4,93.6,0,51.27,0,constructed_pseudo_absence
500024,2008-05-21 00:00:00,2008,5,0.866,-0.5,0,1,0,27.31004,94.3033,Arunachal Pradesh,none,none,non_event,2320.1,37.7,218.4,4,20.32,0,constructed_pseudo_absence
500025,2007-12-28 00:00:00,2007,12,-0.5,0.866,0,0,0,27.54381,88.21959,Sikkim,none,none,non_event,2588.6,38.5,2.5,18,22.5,0,constructed_pseudo_absence
500026,2015-05-18 00:00:00,2015,5,0.866,-0.5,0,1,0,27.24073,88.7237,Sikkim,none,none,non_event,2710.3,42.3,189.6,31,10.63,0,constructed_pseudo_absence
500027,2015-12-20 00:00:00,2015,12,-0.5,0.866,0,0,0,23.11334,91.65757,Tripura,none,none,non_event,480.9,17.3,16.8,1,12.66,0,constructed_pseudo_absence
500028,2015-05-18 00:00:00,2015,5,0.866,-0.5,0,1,0,23.88024,91.96313,Tripura,none,none,non_event,80.0,6.0,191.7,1,20.76,0,constructed_pseudo_absence
500029,2011-11-17 00:00:00,2011,11,-0.866,0.5,0,0,1,23.62011,92.00213,Tripura,none,none,non_event,317.4,13.4,17.6,1,39.58,0,constructed_pseudo_absence
500030,2011-03-18 00:00:00,2011,3,0.866,0.5,0,0,0,23.02397,91.44287,Tripura,none,none,non_event,149.5,16.6,31.4,1,28.12,0,constructed_pseudo_absence
500031,2008-04-11 00:00:00,2008,4,1.0,0.0,0,1,0,27.76334,88.63578,Sikkim,none,none,non_event,2798.7,37.6,118.8,15,16.5,0,constructed_pseudo_absence
500032,2016-12-01 00:00:00,2016,12,-0.5,0.866,0,0,0,25.91618,90.96843,Meghalaya,none,none,non_event,1293.7,30.0,19.3,2,40.28,0,constructed_pseudo_absence
500033,2011-11-28 00:00:00,2011,11,-0.866,0.5,0,0,1,27.52468,88.84847,Sikkim,none,none,non_event,2692.1,40.6,36.8,18,18.52,0,constructed_pseudo_absence
500034,2014-01-11 00:00:00,2014,1,0.0,1.0,0,0,0,25.53705,90.61881,Meghalaya,none,none,non_event,1260.3,22.0,21.7,7,31.12,0,constructed_pseudo_absence
500035,2016-07-13 00:00:00,2016,7,0.0,-1.0,1,0,0,25.39696,94.65517,Manipur,none,none,non_event,1216.7,30.6,370.0,9,6.21,0,constructed_pseudo_absence
500036,2014-02-09 00:00:00,2014,2,0.5,0.866,0,0,0,26.60672,90.55491,Assam,none,none,non_event,425.8,11.7,12.4,0,75.57,0,constructed_pseudo_absence
500037,2011-11-27 00:00:00,2011,11,-0.866,0.5,0,0,1,25.8075,94.97132,Nagaland,none,none,non_event,1457.2,33.8,31.8,5,19.96,0,constructed_pseudo_absence
500038,2012-02-03 00:00:00,2012,2,0.5,0.866,0,0,0,22.93101,91.7473,Tripura,none,none,non_event,125.1,13.2,26.9,1,9.69,0,constructed_pseudo_absence
500039,2007-09-08 00:00:00,2007,9,-0.866,-0.5,1,0,0,29.35387,92.67623,Arunachal Pradesh,none,none,non_event,2276.8,36.4,190.9,0,167.53,0,constructed_pseudo_absence
500040,2012-02-20 00:00:00,2012,2,0.5,0.866,0,0,0,25.51154,90.56873,Meghalaya,none,none,non_event,1270.4,28.2,30.1,8,30.95,0,constructed_pseudo_absence
500041,2007-12-19 00:00:00,2007,12,-0.5,0.866,0,0,0,25.63297,93.19458,Manipur,none,none,non_event,1278.2,32.0,23.4,6,12.76,0,constructed_pseudo_absence
500042,2016-10-21 00:00:00,2016,10,-1.0,-0.0,0,0,1,28.03562,88.1785,Sikkim,none,none,non_event,2658.3,35.1,83.6,0,66.35,0,constructed_pseudo_absence
500043,2008-11-19 00:00:00,2008,11,-0.866,0.5,0,0,1,24.11076,92.92049,Mizoram,none,none,non_event,1027.6,29.2,23.4,20,23.27,0,constructed_pseudo_absence
500044,2012-01-14 00:00:00,2012,1,0.0,1.0,0,0,0,27.72767,88.06206,Sikkim,none,none,non_event,2805.9,35.4,5.2,1,46.38,0,constructed_pseudo_absence
500045,2009-05-24 00:00:00,2009,5,0.866,-0.5,0,1,0,26.34405,94.87454,Nagaland,none,none,non_event,1577.4,27.2,211.4,5,34.98,0,constructed_pseudo_absence
500046,2016-03-28 00:00:00,2016,3,0.866,0.5,0,0,0,23.6438,92.09088,Tripura,none,none,non_event,462.6,15.7,54.7,2,44.01,0,constructed_pseudo_absence
500047,2014-08-22 00:00:00,2014,8,-0.5,-0.866,1,0,0,24.19224,92.49264,Mizoram,none,none,non_event,1171.9,32.9,256.9,10,19.05,0,constructed_pseudo_absence
500048,2011-04-20 00:00:00,2011,4,1.0,0.0,0,1,0,25.52731,93.70303,Nagaland,none,none,non_event,1366.2,31.2,124.2,14,17.81,0,constructed_pseudo_absence
